id;dc:identifier;dc:title;webct:descripcion;webct:masinfo;geo:long;geo:lat;webct:foto;webct:mapa
https://www.cartagena.es/api/callejero/csv.asp?cat=41_152;152;Edificio Ronda  Ciudad de la Unión;"<p>Ronda Ciudad de la Uni&oacute;n, 4<br /> 30203 Cartagena</p> ";https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=55&texto=;-0.9778437282806474;3.761.063.708.581.230;https://www.cartagena.es/callejero/accDescargarFotoMini.asp?foto=212;https://www.cartagena.es/callejero/verpunto.asp?id=152
https://www.cartagena.es/api/callejero/csv.asp?cat=41_158;158;Centro  Acogida de Animales ;<p>Paraje la Asomada<br /> Molinos Gallegos, s/n<br /> 30395 San Felix<br /> Tlfno: 968 321 200<br /> E-mail: catad@ayto-cartagena.es</p> ;http://catad.cartagena.es/;-0.9712100188964801;37.632.564.179.064.300;https://www.cartagena.es/callejero/accDescargarFotoMini.asp?foto=217;https://www.cartagena.es/callejero/verpunto.asp?id=158
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1534;1534;Escuela de Educación  Infantil Barrio Peral;"Plaza Canthal, 2<br /> 30300 San Antonio Abad, Barrio de Peral<br /> Tlfno: 968 531 017<br /> &nbsp;";https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=87&texto=;-0.9911573298579697;3.762.488.932.344.390;;https://www.cartagena.es/callejero/verpunto.asp?id=1534
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1535;1535;Escuela de Educación  Infantil La Concepción ;"C/ Peroni&ntilde;o, 68<br /> 30205 San Antonio Abad, Barrio Concepci&oacute;n<br /> Tlfno: 968 509 050";https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=85&texto=;-0.9970528271855983;3.760.572.777.153.050;;https://www.cartagena.es/callejero/verpunto.asp?id=1535
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1538;1538;Escuela de Educación  Infantil San Isidoro (Los Mateos);C/ Santa Trinidad, s/n<br /> 30205 Santa Lucia | Mateos<br /> Tlfno: 968 509 053;https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=93&texto=;-0.9685102436699253;376.031.175.813.907;;https://www.cartagena.es/callejero/verpunto.asp?id=1538
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1601;1601;Piscina Municipal Cubierta;C/ Wssell de Guimbarda, 40<br /> 30204 Cartagena<br /> Tlfno: 968 082 400;https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=80&texto=;-0.9865489999999681;376.120.653;;https://www.cartagena.es/callejero/verpunto.asp?id=1601
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1501;1501;ALA de Canteras;Mayor 148-149<br /> 30394 Cartagena<br /> Tlfno: 968 553 067<br /> E-mail: alacanteras@ayto-cartagena.es;http://juventud.cartagena.es/informajoven/alas.asp;-10.481.510.455.585.900;3.761.144.346.831.700;;https://www.cartagena.es/callejero/verpunto.asp?id=1501
https://www.cartagena.es/api/callejero/csv.asp?cat=41_147;147;Palacio Consistorial ;<p> Plaza del Ayuntamiento, 1</p> ;http://www.cartagena.es/frontend/ayuntamiento/edificios_detalle/_qfq9tTqCqwwNso0lvMvAQ9KsmItHaR993ggU5gINsil_ZrTT0QVmyA;-0.9857170809509363;37.598.952.081.734.000;;https://www.cartagena.es/callejero/verpunto.asp?id=147
https://www.cartagena.es/api/callejero/csv.asp?cat=41_148;148;Palacio Molina;<p> C/ Jara, 28</p> ;http://www.cartagena.es/frontend/ayuntamiento/edificios_detalle/_qfq9tTqCqwwNso0lvMvAQ9KsmItHaR99Xy5FNF3j0TCvWbUa-uJ3TA;-0.9857102571472143;3.760.161.608.177.170;;https://www.cartagena.es/callejero/verpunto.asp?id=148
https://www.cartagena.es/api/callejero/csv.asp?cat=41_161;161;Parque Maestranza de Artillería ;"<p>Plaza Puerta de La Serreta,&nbsp;s/n.</p> ";http://www.cartagena.es/frontend/ayuntamiento/edificios_detalle/_qfq9tTqCqwwNso0lvMvAQ9KsmItHaR993ggU5gINsilINt1kKV3uXQ;-0.9851465748687804;3.760.454.669.982.660;;https://www.cartagena.es/callejero/verpunto.asp?id=161
https://www.cartagena.es/api/callejero/csv.asp?cat=41_150;150;Edificio La Milagrosa ;<p>C/ Sor Francisca Armendariz, s/n<br /> 30202 Cartagena<br /> Tlfno: 968 128 826</p> ;https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=56&texto=;-0.9798307863693179;37.604.344.604.423.100;https://www.cartagena.es/callejero/accDescargarFotoMini.asp?foto=211;https://www.cartagena.es/callejero/verpunto.asp?id=150
https://www.cartagena.es/api/callejero/csv.asp?cat=41_153;153;Centro Cultural   Ramón Alonso Luzzy;<p>Jacinto Benavente, 7<br /> 30203 Cartagena</p> ;https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=2&texto=;-0.9795771295410161;37.608.317.154.550.200;;https://www.cartagena.es/callejero/verpunto.asp?id=153
https://www.cartagena.es/api/callejero/csv.asp?cat=41_154;154;Centro de Equipos  y Recursos Educativos;<p>C/ Ribera de San Javier, 13<br /> 30203 Cartagena</p> ;https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=118&texto=;-0.9841844227191876;376.151.764.105.299;https://www.cartagena.es/callejero/accDescargarFotoMini.asp?foto=214;https://www.cartagena.es/callejero/verpunto.asp?id=154
https://www.cartagena.es/api/callejero/csv.asp?cat=41_160;160;Depósito  Municipal de Vehículos;"<p>Carretera de la Asomada s/n<br /> (Detr&aacute;s del colegio de la Asomada)<br /> 30395 Cartagena<br /> Tlfno: 968 524 451</p> ";https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=152&texto=;-0.9697830837005572;3.763.041.450.215.030;;https://www.cartagena.es/callejero/verpunto.asp?id=160
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1502;1502;ALA El Algar;"Santillana del Mar, s/n<br /> 30366 El Algar<br /> Tlfno: 968 135 110<br /> E-mail: alalgar@alascartagena.com<br /> &nbsp;";http://juventud.cartagena.es/informajoven/alas.asp;-0.8687614000000394;376.498.012;;https://www.cartagena.es/callejero/verpunto.asp?id=1502
https://www.cartagena.es/api/callejero/csv.asp?cat=41_254;254;Consejo  Económico Administrativo;"<p>&nbsp;</p>  <p>Edificio San Miguel C/ San Miguel n&ordm; 8.<br /> 30201 - Cartagena (Espa&ntilde;a)<br /> <br /> Tfno: +34 968 12 89 72</p> ";https://www.cartagena.es/edificiosMunicipales_listado.asp;-0.9849598664093264;37.601.001.478.517.000;;https://www.cartagena.es/callejero/verpunto.asp?id=254
https://www.cartagena.es/api/callejero/csv.asp?cat=41_149;149;Edificio San Miguel ;<p>C/ San Miguel, 8<br /> 30201 Cartagena<br /> Tlfno: 968 128 800</p> ;https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=117&texto=;-0.9850559727630626;3.760.096.440.265.290;https://www.cartagena.es/callejero/accDescargarFotoMini.asp?foto=213;https://www.cartagena.es/callejero/verpunto.asp?id=149
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1503;1503;ALA Jose Mª Lapuerta;"Bail&eacute;n, 17<br /> 30300 Cartagena<br /> Tlfno: 968 518 879<br /> E-mail: alajmlapuerta@ayto-cartagena.es";http://juventud.cartagena.es/informajoven/alas.asp;-0.982073408894621;37.625.397.493.069.700;;https://www.cartagena.es/callejero/verpunto.asp?id=1503
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1514;1514;Biblioteca   Polígono Santa Ana ;C/ Padua, 7<br /> 30310 Pol. de Sta. Ana. Cartagena<br /> Tfno: 968 126 830<br /> E-mail: iob84w@ayto-cartagena.es;https://bibliotecas.cartagena.es/bibliotecas_municipales.asp?idbiblioteca=44;-10.132.724.206.680.200;3.765.223.125.985.180;;https://www.cartagena.es/callejero/verpunto.asp?id=1514
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1530;1530;Destacamento de Los  Dolores (Policía Local);Castillo del buen amor, s/n<br /> 30310 Los Dolores<br /> Tlfno: 968 535 874<br /> E-mail: basedolores@ayto-cartagena.es;https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=174&texto=;-10.037.325.332.045.800;37.634.929.092.699.100;;https://www.cartagena.es/callejero/verpunto.asp?id=1530
https://www.cartagena.es/api/callejero/csv.asp?cat=41_245;245;ADLE / Agencia de Colocación;"<p>C/ Caridad n&ordm; 1.<br /> Edificio Casa Moreno<br /> 30202 Cartagena<br /> Tlfno: 968 128 977<br /> E-mail: adle@ayto-cartagena.es</p> ";http://www.cartagena.es/adle;-0.9828654558197081;37.602.568.299.897.400;https://www.cartagena.es/callejero/accDescargarFotoMini.asp?foto=227;https://www.cartagena.es/callejero/verpunto.asp?id=245
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1553;1553;IMSEL Los Nietos;"C/ Lobarro, s/n<br /> 30383 Rinc&oacute;n de San Gin&eacute;s, Los Nietos<br /> Tlfno: 968 133 662<br /> E-mail: servinietos@terra.es";https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=113&texto=;-0.7824660588607912;3.764.789.021.932.750;;https://www.cartagena.es/callejero/verpunto.asp?id=1553
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1554;1554;Laboratorio Municipal;"Plaza San Agust&iacute;n<br /> 30201 Cartagena<br /> Tlfno: 968 529 964<br /> E-mail: laboratorio@ayto-cartagena.es";https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=116&texto=;-0.9870806137951149;3.759.934.265.217.770;;https://www.cartagena.es/callejero/verpunto.asp?id=1554
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1555;1555;Muralla de Carlos III  Puertas de San José;Plaza Bastarreche, s/n<br /> Muralla Carlos III<br /> 30200 Cartagena<br /> Tlfno: 968 521 427<br /> E-mail: infoturismo@ayto-cartagena.es;https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=59&texto=;-0.9784144743255183;37.603.537.006.708.200;;https://www.cartagena.es/callejero/verpunto.asp?id=1555
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1556;1556;Museo Arqueologico Municipal;"Ramon y Cajal, 45<br /> 30204 Cartagena<br /> Tlfno: 968 128 967<br /> &nbsp;";https://museoarqueologico.cartagena.es/;-0.9936999000000242;376.153.401;;https://www.cartagena.es/callejero/verpunto.asp?id=1556
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1561;1561;OMITA Canteras;C/ Puente esquina con C/ Carrascalejo, s/n<br /> 30394 Canteras<br /> Tlfno: 968 553 029<br /> E-mail: canteras@ayto-cartagena.es;http://www.cartagena.es/omitas;-10.422.100.266.395.000;3.761.199.571.491.380;;https://www.cartagena.es/callejero/verpunto.asp?id=1561
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1563;1563;OMITA El Algar;"C/ Pi&ntilde;ero, 1<br /> 30366 El Algar<br /> Tlfno: 968 136 737<br /> E-mail: ElAlgar@ayto-cartagena.es<br /> &nbsp;";http://www.cartagena.es/omitas;-0.8666288972307257;3.764.750.577.458.320;;https://www.cartagena.es/callejero/verpunto.asp?id=1563
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1584;1584;Pabellón IES Las Salinas;Avenida el Viviero, s/n<br /> 30370 Rincon de San Gines, La Manga del Mar Menor<br /> Tlfno: 968 337 207<br /> E-mail: 30012896@educarm.es;https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=69&texto=;-0.7210927999999512;376.397.494;;https://www.cartagena.es/callejero/verpunto.asp?id=1584
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1517;1517;C.A.I. La Aljorra;Gestionado por Angel de la Guarda<br /> <br /> Saguntum, 2, bajo<br /> 30390 La Aljorra<br /> Tlfno: 968 558 562<br /> E-mail: m_josecosta@hotmail.com;https://www.cartagena.es/edificiosMunicipales_listado.asp;-10.776.785.000.000.400;376.910.746;;https://www.cartagena.es/callejero/verpunto.asp?id=1517
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1518;1518;C.A.I. La Palma;"Gestionado por M&ordf; Josefa Moreno Garc&iacute;a<br /> <br /> Nectarina, s/n<br /> 30593 La Palma<br /> Tlfno: 616 343 767";https://www.cartagena.es/edificiosMunicipales_listado.asp;-0.9536183389866437;3.768.596.150.484.420;;https://www.cartagena.es/callejero/verpunto.asp?id=1518
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1519;1519;C.A.I. La Vaguada;"Gestionado por Educaci&oacute;n Inicial Preescolar, S.L.<br /> <br /> Cuzco, 1<br /> 30394 Cartagena<br /> Tlfno: 633 203 534";https://www.cartagena.es/edificiosMunicipales_listado.asp;-10.231.392.119.303.500;3.761.558.751.346.490;;https://www.cartagena.es/callejero/verpunto.asp?id=1519
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1520;1520;Casa de Juventud  Barrio Peral;Doctor Serrano, 3<br /> 30300 San Antonio Abad, Barrio de Peral;https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=33&texto=;-0.9904338999999709;3.762.422.110.000.000;;https://www.cartagena.es/callejero/verpunto.asp?id=1520
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1521;1521;Casa de Juventud  Ensanche Armaljal;Ronda Ferrol, s/n<br /> 30203 Cartagena;https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=30&texto=;-0.9821431607132354;37.613.453.087.783.500;;https://www.cartagena.es/callejero/verpunto.asp?id=1521
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1522;1522;C.E.I.P. Luis Vives  El Albujón;"Pasaje La Ermita, 17<br /> El Albuj&oacute;n";https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=176&texto=;-10.427.737.315.715.100;3.771.455.991.979.850;;https://www.cartagena.es/callejero/verpunto.asp?id=1522
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1523;1523;C.E.I.P. Vicente Ros;Carmen Conde 48<br /> 30204 Cartagena;https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=178&texto=;-0.992016299999932;376.185.853;;https://www.cartagena.es/callejero/verpunto.asp?id=1523
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1526;1526;Centro Municipal de  Servicios Sociales Cartagena II;"Plaza Espa&ntilde;a, 2<br /> Edifciio 2001, 1&ordf; planta<br /> 30201 Cartagena<br /> Tlfno: 968 128 910<br /> E-mail: tcarpio@ayto-cartagena.es";https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=94&texto=;-0.9914236922043074;3.760.549.949.393.480;;https://www.cartagena.es/callejero/verpunto.asp?id=1526
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1527;1527;Centro Natación  Mediterráneo. Piscina;"Coral<br /> Urbanizaci&oacute;n Mediterr&aacute;neo<br /> 30310 Cartagena<br /> Tlfno: 968 539 629<br /> E-mail: info@cdmediterraneo.com";https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=143&texto=;-10.034.528.999.999.500;376.227.138;;https://www.cartagena.es/callejero/verpunto.asp?id=1527
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1559;1559;OMITA Alumbres;C/ Madrid esquina C/ Barcelona<br /> 30351 Alumbres<br /> Tlfno: 968 555 003<br /> E-mail: alumbres@ayto-cartagena.es;http://www.cartagena.es/omitas;-0.915707432616955;37.603.818.015.845.200;;https://www.cartagena.es/callejero/verpunto.asp?id=1559
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1560;1560;OMITA Barrio Peral;C/ San Fulgencio, s/n<br /> 30300 San Antonio Abad, Barrio de Peral<br /> Tlfno: 968 519 405<br /> E-mail: Bperal@ayto-cartagena.es;http://www.cartagena.es/omitas;-0.9891020497227601;3.762.662.044.727.080;;https://www.cartagena.es/callejero/verpunto.asp?id=1560
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1562;1562;OMITA El Albujón - Miranda;"Plaza Mayor, s/n<br /> 30330 El Albuj&oacute;n<br /> Tlfno: 968 160 010<br /> E-mail: albujon@ayto-cartagena.es";http://www.cartagena.es/omitas;-10.443.454.602.151.400;3.771.799.248.776.490;;https://www.cartagena.es/callejero/verpunto.asp?id=1562
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1564;1564;OMITA El Llano del Beal;C/ Libertad, 8<br /> 30381 El Llano del Beal<br /> Tlfno: 968 546 569<br /> E-mail: ElLlano@ayto-cartagena.es;http://www.cartagena.es/omitas;-0.834961899990617;37.625.263.074.134.300;;https://www.cartagena.es/callejero/verpunto.asp?id=1564
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1580;1580;Pabellón Colegio La Vaguada;"Avenida La Espa&ntilde;ola, 48<br /> 30310 Canteras<br /> Tlfno: 968 126 542<br /> E-mail: lavaguada@terra.es";https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=65&texto=;-10.224.260.999.999.600;376.166.477;;https://www.cartagena.es/callejero/verpunto.asp?id=1580
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1586;1586;Pabellón IES Jimenez Espada;Paseo Alfonso XIII, 4<br /> 30201 Cartagena<br /> Tlfno: 968 504 456;https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=71&texto=;-0.9896380999999792;376.062.802;;https://www.cartagena.es/callejero/verpunto.asp?id=1586
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1531;1531;Destacamento de Pozo  Estrecho (Policía Local);Emilio Ballester s/n<br /> 30594 Pozo Estrecho<br /> Tlfno: 968 166 363;https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=154&texto=;-0.9917133000000149;377.117.094;;https://www.cartagena.es/callejero/verpunto.asp?id=1531
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1574;1574;OMITA Los Dolores;C/ Jardines esquina C/ Rio Genil<br /> 30310 El Plan, Los Dolores<br /> Tlfno: 968 136 429<br /> E-mail: LosDolores@ayto-cartagena.es;http://www.cartagena.es/omitas;-10.082.701.962.257.900;376.412.370.657.395;;https://www.cartagena.es/callejero/verpunto.asp?id=1574
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1536;1536;Escuela de Educación  Infantil La Milagrosa;C/ Sor Francisca Armendariz, 17<br /> 30202 Cartagena<br /> Tlfno: 968 5019 033;https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=91&texto=;-0.9808978171940907;3.760.504.124.297.360;;https://www.cartagena.es/callejero/verpunto.asp?id=1536
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1498;1498;ALA Bº de la Concepción;Subida a Vergel, 1<br /> 30205 Cartagena<br /> Tlfno: 968 514 708<br /> E-mail: alaconcepcion@ayto-cartagena.es;http://juventud.cartagena.es/informajoven/alas.asp;-0.9963073999999779;376.027.989;;https://www.cartagena.es/callejero/verpunto.asp?id=1498
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1499;1499;ALA Bº Peral;Plaza Carmen de Peral, s/n<br /> 30300 San Antonio Abad, Barrio de Peral<br /> Tlfno: 968 311 530<br /> E-mail: bperal@alascartagena.com;http://juventud.cartagena.es/informajoven/alas.asp;-0.9889773141767364;3.762.635.171.522.380;;https://www.cartagena.es/callejero/verpunto.asp?id=1499
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1500;1500;ALA Bda Virgen  de la Caridad ;Plaza Cronista Casal s/n<br /> 30203 Cartagena<br /> Tlfno: 968 503 568<br /> E-mail: virgencaridad@alascartagena.com;http://juventud.cartagena.es/informajoven/alas.asp;-0.9777521240852138;3.761.536.878.692.020;;https://www.cartagena.es/callejero/verpunto.asp?id=1500
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1537;1537;Escuela de Educación  Infantil Pozo Estrecho;"Avda. Vasco Nu&ntilde;ez de Balboa (Ctra. de Miranda) esq. C/ Cormor&aacute;n, 2<br /> 30594 Pozo Estrecho<br /> Tlfno: 968 272 632 / 657 996 123<br /> E-mail: nuria@inaren.org / laura@inaren.org";https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=160&texto=;-0.9968435907868525;3.771.033.294.725.000;;https://www.cartagena.es/callejero/verpunto.asp?id=1537
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1539;1539;Escuela de Educación  Infantil Villalba;C/ Acebuche, s/n<br /> 30205 Cartagena<br /> Tlfno: 968 310 638;https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=90&texto=;-10.108.868.789.714.000;3.761.058.537.441.040;;https://www.cartagena.es/callejero/verpunto.asp?id=1539
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1571;1571;OMITA Perin;Carretera de Perin, s/n<br /> 30396 Perin<br /> Tlfno: 968 163 232<br /> E-mail: Perin@ayto-cartagena.es;http://www.cartagena.es/omitas;-11.195.381.246.948.200;37.619.268.184.460.300;;https://www.cartagena.es/callejero/verpunto.asp?id=1571
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1572;1572;OMITA Pozo Estrecho;Avda. de la Fuente, s/n<br /> 30594 Pozo Estrecho<br /> Tlfno: 968 556 628<br /> E-mail: PozoEstrecho@ayto-cartagena.es;http://www.cartagena.es/omitas;-0.9970838000000413;377.112.923;;https://www.cartagena.es/callejero/verpunto.asp?id=1572
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1588;1588;Pabellón San Antón;Avenida Nueva Cartagena, s/n<br /> 30205 San Antonio Abad<br /> Tlfno: 968 314 055;https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=74&texto=;-10.037.633.700.446.800;3.762.013.559.930.430;;https://www.cartagena.es/callejero/verpunto.asp?id=1588
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1508;1508;Biblioteca   Alfonso Carrión Inglés;Plaza del Taibilla 15<br /> 30594 Pozo Estrecho.Cartagena<br /> Tfno: 968 556 328<br /> Email: <a href='mailto:bibpozo@ayto-cartagena.es'>bibpozo@ayto-cartagena.es</a>;https://bibliotecas.cartagena.es/bibliotecas_municipales.asp?idbiblioteca=1;-0.9969459730163499;3.771.125.685.149.050;;https://www.cartagena.es/callejero/verpunto.asp?id=1508
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1540;1540;Escuela de Educación  Infantil Virgen de la Caridad;C/ Santa Monica, s/n<br /> 30203 Cartagena<br /> Tlfno: 968 529 364;https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=86&texto=;-0.9807462698017844;3.761.618.968.888.480;;https://www.cartagena.es/callejero/verpunto.asp?id=1540
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1550;1550;Oficina de Turismo de  La Manga del Mar Menor;"Urbanizaci&oacute;n Las Almoladeras, km 0<br /> 30370 La Manga, Cartagena<br /> Tlfno: 968 146 136<br /> E-mail: info902@marmenor.net";https://www.cartagena.es/edificiosMunicipales_detalle.asp?id=144&texto=;-0.7081458433502803;3.763.528.481.975.320;;https://www.cartagena.es/callejero/verpunto.asp?id=1550
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1565;1565;OMITA Isla Plana - La Azohía;Plaza del Mar, 4<br /> 30868 Los Puertos, Isla Plana<br /> Tlfno: 968 152 134<br /> E-mail: IslaPlana@ayto-cartagena.es;http://www.cartagena.es/omitas;-1.210.401.262.239.880;3.757.486.229.185;;https://www.cartagena.es/callejero/verpunto.asp?id=1565
https://www.cartagena.es/api/callejero/csv.asp?cat=41_1566;1566;OMITA La Aljorra;"C/ Conciliaci&oacute;n, 20<br /> 30390 La Aljorra<br /> Tlfno: 968 164 210<br /> E-mail: LaAljorra@ayto-cartagena.es";http://www.cartagena.es/omitas;-10.688.946.340.287.600;37.690.967.953.349.400;;https://www.cartagena.es/callejero/verpunto.asp?id=1566
